anon_id,sender,sender_id,block_type,task_id,super_rule,sub_rule,response,correct,difficulty,duration,timestamp
t16,Confidence Check,6_1_3_3_1,application,18,attraction,size,Very Sure,,3,734.4999999881256,2025-11-21T12:01:08.437Z
t16,Application Decision,6_1_3_4_0,application,19,attraction,color,Same,True,2,4273.800000000047,2025-11-21T12:01:12.726Z
t16,Confidence Check,6_1_3_4_1,application,19,attraction,color,Very Sure,,2,764.4000000118976,2025-11-21T12:01:13.501Z
t16,Score,6_1_4,,,,,skip,,,26476.800000000047,2025-11-21T12:01:39.996Z
t16,First Example,6_2_0,,,,,skip,,,10009.200000011944,2025-11-21T12:01:50.010Z
t16,Inference Decision,6_2_1_0_0,inference,20,occlusion,reversal,Same,True,2,5868.899999976158,2025-11-21T12:01:55.886Z
t16,Confidence Check,6_2_1_0_1,inference,20,occlusion,reversal,Very Sure,,2,1107.4000000000233,2025-11-21T12:01:57.009Z
t16,Inference Decision,6_2_1_1_0,inference,21,occlusion,reversal,Same,True,2,10189.300000023795,2025-11-21T12:02:07.207Z
t16,Confidence Check,6_2_1_1_1,inference,21,occlusion,reversal,Very Sure,,2,928.8000000119208,2025-11-21T12:02:08.146Z
t16,Inference Decision,6_2_1_2_0,inference,22,occlusion,mirror_x,Different,True,2,6686.400000023888,2025-11-21T12:02:14.837Z
t16,Confidence Check,6_2_1_2_1,inference,22,occlusion,mirror_x,Very Sure,,2,2592.699999988079,2025-11-21T12:02:17.443Z
t16,Inference Decision,6_2_1_3_0,inference,23,occlusion,reversal,Same,False,3,17622.999999976135,2025-11-21T12:02:35.073Z
t16,Confidence Check,6_2_1_3_1,inference,23,occlusion,reversal,Very Sure,,3,908.3000000000466,2025-11-21T12:02:35.991Z
t16,Inference Decision,6_2_1_4_0,inference,24,occlusion,reversal,Different,True,2,5500.500000011874,2025-11-21T12:02:41.500Z
t16,Confidence Check,6_2_1_4_1,inference,24,occlusion,reversal,Very Sure,,2,718.3999999880325,2025-11-21T12:02:42.234Z
t16,Rule Reminder,6_2_2,,,,,skip,,,32296.099999988102,2025-11-21T12:03:14.546Z
t16,Application Decision,6_2_3_0_0,application,25,occlusion,reversal,Same,True,2,10045.19999998808,2025-11-21T12:03:24.593Z
t16,Confidence Check,6_2_3_0_1,application,25,occlusion,reversal,Very Sure,,2,1094.1000000119675,2025-11-21T12:03:25.692Z
t16,Application Decision,6_2_3_1_0,application,26,occlusion,mirror_y,Different,True,1,14091.699999999952,2025-11-21T12:03:39.789Z
t16,Confidence Check,6_2_3_1_1,application,26,occlusion,mirror_y,Very Sure,,1,974.4999999881256,2025-11-21T12:03:40.772Z
t16,Application Decision,6_2_3_2_0,application,27,occlusion,reversal,Same,True,2,9554.599999988102,2025-11-21T12:03:50.335Z
t16,Confidence Check,6_2_3_2_1,application,27,occlusion,reversal,Very Sure,,2,1121.9000000118976,2025-11-21T12:03:51.469Z
t16,Application Decision,6_2_3_3_0,application,28,occlusion,rotate_180,Different,True,3,10088.199999976205,2025-11-21T12:04:01.568Z
t16,Confidence Check,6_2_3_3_1,application,28,occlusion,rotate_180,Very Sure,,3,782.9999999761349,2025-11-21T12:04:02.363Z
t16,Application Decision,6_2_3_4_0,application,29,occlusion,reversal,Same,True,2,7907.399999988032,2025-11-21T12:04:10.287Z
t16,Confidence Check,6_2_3_4_1,application,29,occlusion,reversal,Very Sure,,2,806.1000000119675,2025-11-21T12:04:11.102Z
t16,Score,6_2_4,,,,,skip,,,10519.299999988056,2025-11-21T12:04:21.632Z
t16,First Example,6_3_0,,,,,skip,,,19336.70000002382,2025-11-21T12:04:40.983Z
t16,Inference Decision,6_3_1_0_0,inference,30,arithmetic,majority,Same,True,1,7282.199999976205,2025-11-21T12:04:48.278Z
t16,Confidence Check,6_3_1_0_1,inference,30,arithmetic,majority,Very Sure,,1,1115.2999999761814,2025-11-21T12:04:49.411Z
t16,Inference Decision,6_3_1_1_0,inference,31,arithmetic,majority,Same,True,2,8839.599999976112,2025-11-21T12:04:58.268Z
t16,Confidence Check,6_3_1_1_1,inference,31,arithmetic,majority,Very Sure,,2,818.8999999761581,2025-11-21T12:04:59.097Z
t16,Inference Decision,6_3_1_2_0,inference,32,arithmetic,inversion,Different,True,1,27464.799999988056,2025-11-21T12:05:26.576Z
t16,Confidence Check,6_3_1_2_1,inference,32,arithmetic,inversion,Very Sure,,1,1149.0999999761116,2025-11-21T12:05:27.743Z
t16,Inference Decision,6_3_1_3_0,inference,33,arithmetic,inversion,Same,True,1,7266.000000011874,2025-11-21T12:05:35.027Z
t16,Confidence Check,6_3_1_3_1,inference,33,arithmetic,inversion,Very Sure,,1,1189.4999999761349,2025-11-21T12:05:36.233Z
t16,Inference Decision,6_3_1_4_0,inference,34,arithmetic,minority,Different,True,3,9204.5,2025-11-21T12:05:45.448Z
t16,Confidence Check,6_3_1_4_1,inference,34,arithmetic,minority,Very Sure,,3,1035.0000000118744,2025-11-21T12:05:46.495Z
t16,Rule Reminder,6_3_2,,,,,skip,,,9562.000000011874,2025-11-21T12:05:56.072Z
t16,Application Decision,6_3_3_0_0,application,35,arithmetic,minority,Same,False,2,6072.799999976181,2025-11-21T12:06:02.149Z
t16,Confidence Check,6_3_3_0_1,application,35,arithmetic,minority,Very Sure,,2,828.1000000119675,2025-11-21T12:06:02.988Z
t16,Application Decision,6_3_3_1_0,application,36,arithmetic,majority,Same,True,1,4868.400000000023,2025-11-21T12:06:07.861Z
t16,Confidence Check,6_3_3_1_1,application,36,arithmetic,majority,Very Sure,,1,579.3999999880325,2025-11-21T12:06:08.456Z
t16,Application Decision,6_3_3_2_0,application,37,arithmetic,majority,Different,False,3,5053.899999976158,2025-11-21T12:06:13.513Z
t16,Confidence Check,6_3_3_2_1,application,37,arithmetic,majority,Very Sure,,3,476.00000002386514,2025-11-21T12:06:14.002Z
t16,Application Decision,6_3_3_3_0,application,38,arithmetic,majority,Same,True,1,5884.200000023819,2025-11-21T12:06:19.893Z
t16,Confidence Check,6_3_3_3_1,application,38,arithmetic,majority,Very Sure,,1,753.4000000000233,2025-11-21T12:06:20.662Z
t16,Application Decision,6_3_3_4_0,application,39,arithmetic,inversion,Different,True,1,7938.599999976112,2025-11-21T12:06:28.614Z
t16,Confidence Check,6_3_3_4_1,application,39,arithmetic,inversion,Very Sure,,1,786.1000000238419,2025-11-21T12:06:29.411Z
t16,Score,6_3_4,,,,,skip,,,5439.300000011921,2025-11-21T12:06:34.864Z
t17,First Example,4_0_0,,,,,skip,,,12238.700000011915,2025-11-21T12:05:14.149Z
t17,Inference Decision,4_0_1_0_0,practice,p1,,,Different,True,,19151.300000000003,2025-11-21T12:05:33.304Z
t17,Inference Decision,4_0_1_1_0,practice,p2,,,Same,True,,5527.600000000006,2025-11-21T12:05:39.847Z
t17,Inference Decision,4_0_1_2_0,practice,p3,,,Different,True,,10973.600000017876,2025-11-21T12:05:51.832Z
t17,Rule Reminder,4_0_2,,,,,skip,,,7124.000000005966,2025-11-21T12:05:59.976Z
t17,Application Decision,4_0_3_0_0,practice,p5,,,Different,True,,5917.000000005966,2025-11-21T12:06:05.908Z
t17,Application Decision,4_0_3_1_0,practice,p4,,,Same,True,,2562.100000023842,2025-11-21T12:06:09.475Z
t17,Application Decision,4_0_3_2_0,practice,p6,,,Same,True,,3624.299999999989,2025-11-21T12:06:14.107Z
t17,First Example,6_0_0,,,,,skip,,,8927.300000011921,2025-11-21T12:06:28.268Z
t17,Inference Decision,6_0_1_0_0,inference,0,expansion,star_step,Same,False,1,6386.9000000059605,2025-11-21T12:06:34.668Z
t17,Confidence Check,6_0_1_0_1,inference,0,expansion,star_step,Unsure,,1,14289.800000005956,2025-11-21T12:06:48.976Z
t17,Inference Decision,6_0_1_1_0,inference,1,expansion,star_step,Same,True,1,7883.000000011933,2025-11-21T12:06:56.863Z
t17,Confidence Check,6_0_1_1_1,inference,1,expansion,star_step,Very Sure,,1,3992.400000005961,2025-11-21T12:07:00.863Z
t17,Inference Decision,6_0_1_2_0,inference,2,expansion,plus_full,Different,True,1,11129.200000011915,2025-11-21T12:07:12.003Z
t17,Confidence Check,6_0_1_2_1,inference,2,expansion,plus_full,Sure,,1,3810.8000000238535,2025-11-21T12:07:15.827Z
t17,Inference Decision,6_0_1_3_0,inference,3,expansion,plus_full,Same,True,1,11059.300000005956,2025-11-21T12:07:26.895Z
t17,Confidence Check,6_0_1_3_1,inference,3,expansion,plus_full,Very Sure,,1,1019.2999999999884,2025-11-21T12:07:27.931Z
t17,Inference Decision,6_0_1_4_0,inference,4,expansion,plus_full,Same,True,1,7424.100000000006,2025-11-21T12:07:35.371Z
t17,Confidence Check,6_0_1_4_1,inference,4,expansion,plus_full,Very Sure,,1,1200.7999999999884,2025-11-21T12:07:36.587Z
t17,Rule Reminder,6_0_2,,,,,skip,,,5902.700000000012,2025-11-21T12:07:42.506Z
t17,Application Decision,6_0_3_0_0,application,5,expansion,star_step,Same,True,1,10223.20000001788,2025-11-21T12:07:52.732Z
t17,Confidence Check,6_0_3_0_1,application,5,expansion,star_step,Very Sure,,1,972.4000000000232,2025-11-21T12:07:53.723Z
t17,Application Decision,6_0_3_1_0,application,6,expansion,diagonal_full,Different,True,3,15392.60000001191,2025-11-21T12:08:09.127Z
t17,Confidence Check,6_0_3_1_1,application,6,expansion,diagonal_full,Sure,,3,2188.100000005972,2025-11-21T12:08:11.318Z
t17,Application Decision,6_0_3_2_0,application,7,expansion,plus_step,Same,False,1,15294.40000000596,2025-11-21T12:08:26.626Z
t17,Confidence Check,6_0_3_2_1,application,7,expansion,plus_step,Unsure,,1,2050.4000000059605,2025-11-21T12:08:28.679Z
t17,Application Decision,6_0_3_3_0,application,8,expansion,star_full,Same,True,1,5578.000000011933,2025-11-21T12:08:34.275Z
t17,Confidence Check,6_0_3_3_1,application,8,expansion,star_full,Very Sure,,1,446.30000000598375,2025-11-21T12:08:34.731Z
t17,Application Decision,6_0_3_4_0,application,9,expansion,diagonal_full,Different,True,3,14852.600000023842,2025-11-21T12:08:49.588Z
t17,Confidence Check,6_0_3_4_1,application,9,expansion,diagonal_full,Sure,,3,1733.800000017858,2025-11-21T12:08:51.330Z
t17,Score,6_0_4,,,,,skip,,,11017.700000000012,2025-11-21T12:09:02.350Z
t17,First Example,6_1_0,,,,,skip,,,4024.300000011921,2025-11-21T12:09:06.383Z
t17,Inference Decision,6_1_1_0_0,inference,10,attraction,color,Same,True,2,4628.100000017905,2025-11-21T12:09:11.023Z
t17,Confidence Check,6_1_1_0_1,inference,10,attraction,color,Very Sure,,2,1246.7000000059488,2025-11-21T12:09:12.279Z
t17,Inference Decision,6_1_1_1_0,inference,11,attraction,size,Same,False,3,8836.299999999988,2025-11-21T12:09:21.119Z
t17,Confidence Check,6_1_1_1_1,inference,11,attraction,size,Very Sure,,3,963.4000000059604,2025-11-21T12:09:22.087Z
t17,Inference Decision,6_1_1_2_0,inference,12,attraction,gravity,Different,True,1,9128.20000001788,2025-11-21T12:09:31.219Z
t17,Confidence Check,6_1_1_2_1,inference,12,attraction,gravity,Very Sure,,1,690.7000000059488,2025-11-21T12:09:31.923Z
t17,Inference Decision,6_1_1_3_0,inference,13,attraction,gravity,Different,False,1,3958.100000005972,2025-11-21T12:09:35.891Z
t17,Confidence Check,6_1_1_3_1,inference,13,attraction,gravity,Very Sure,,1,844.4000000000233,2025-11-21T12:09:36.747Z
t17,Inference Decision,6_1_1_4_0,inference,14,attraction,color,Same,False,2,6713.8000000238535,2025-11-21T12:09:43.467Z
t17,Confidence Check,6_1_1_4_1,inference,14,attraction,color,Very Sure,,2,591.5000000119326,2025-11-21T12:09:44.067Z
t17,Rule Reminder,6_1_2,,,,,skip,,,6494.400000017893,2025-11-21T12:09:50.569Z
t17,Application Decision,6_1_3_0_0,application,15,attraction,color,Same,True,2,4922.200000017881,2025-11-21T12:09:55.503Z
t17,Confidence Check,6_1_3_0_1,application,15,attraction,color,Very Sure,,2,655.6000000119093,2025-11-21T12:09:56.175Z
t17,Application Decision,6_1_3_1_0,application,16,attraction,color,Same,True,2,6060.300000017858,2025-11-21T12:10:02.247Z
t17,Confidence Check,6_1_3_1_1,application,16,attraction,color,Very Sure,,2,517.0000000059372,2025-11-21T12:10:02.775Z
t17,Application Decision,6_1_3_2_0,application,17,attraction,gravity,Different,True,1,8239.40000002383,2025-11-21T12:10:11.031Z
t17,Confidence Check,6_1_3_2_1,application,17,attraction,gravity,Very Sure,,1,702.6000000059721,2025-11-21T12:10:11.751Z
t17,Application Decision,6_1_3_3_0,application,18,attraction,size,Same,False,3,5633.700000017881,2025-11-21T12:10:17.399Z
t17,Confidence Check,6_1_3_3_1,application,18,attraction,size,Very Sure,,3,818.8000000119209,2025-11-21T12:10:18.223Z
t17,Application Decision,6_1_3_4_0,application,19,attraction,color,Same,True,2,4237.300000017858,2025-11-21T12:10:22.475Z
t17,Confidence Check,6_1_3_4_1,application,19,attraction,color,Very Sure,,2,635.4000000118976,2025-11-21T12:10:23.127Z
t17,Score,6_1_4,,,,,skip,,,10565.300000023852,2025-11-21T12:10:33.707Z
t17,First Example,6_2_0,,,,,skip,,,6701.800000011921,2025-11-21T12:10:40.418Z
t17,Inference Decision,6_2_1_0_0,inference,20,occlusion,reversal,Same,True,2,5397.099999999977,2025-11-21T12:10:45.819Z
t17,Confidence Check,6_2_1_0_1,inference,20,occlusion,reversal,Very Sure,,2,799.4000000059605,2025-11-21T12:10:46.627Z
t17,Inference Decision,6_2_1_1_0,inference,21,occlusion,reversal,Same,True,2,11402.300000023852,2025-11-21T12:10:58.047Z
t17,Confidence Check,6_2_1_1_1,inference,21,occlusion,reversal,Very Sure,,2,472.2000000178814,2025-11-21T12:10:58.525Z
t17,Inference Decision,6_2_1_2_0,inference,22,occlusion,mirror_x,Different,True,2,10573.700000005949,2025-11-21T12:11:09.111Z
t17,Confidence Check,6_2_1_2_1,inference,22,occlusion,mirror_x,Sure,,2,4869.300000011921,2025-11-21T12:11:13.999Z
t17,Inference Decision,6_2_1_3_0,inference,23,occlusion,reversal,Same,False,3,18345.500000023865,2025-11-21T12:11:32.363Z
t17,Confidence Check,6_2_1_3_1,inference,23,occlusion,reversal,Unsure,,3,1341.100000017905,2025-11-21T12:11:33.707Z
t17,Inference Decision,6_2_1_4_0,inference,24,occlusion,reversal,Different,True,2,5678.299999999988,2025-11-21T12:11:39.395Z
t17,Confidence Check,6_2_1_4_1,inference,24,occlusion,reversal,Very Sure,,2,630.1000000179047,2025-11-21T12:11:40.035Z
t17,Rule Reminder,6_2_2,,,,,skip,,,6240.599999999977,2025-11-21T12:11:46.279Z
t17,Application Decision,6_2_3_0_0,application,25,occlusion,reversal,Same,True,2,8088.300000023853,2025-11-21T12:11:54.383Z
t17,Confidence Check,6_2_3_0_1,application,25,occlusion,reversal,Very Sure,,2,701.900000017893,2025-11-21T12:11:55.103Z
t17,Application Decision,6_2_3_1_0,application,26,occlusion,mirror_y,Different,True,1,9761.0,2025-11-21T12:12:04.879Z
t17,Confidence Check,6_2_3_1_1,application,26,occlusion,mirror_y,Very Sure,,1,770.1000000179047,2025-11-21T12:12:05.662Z
t17,Application Decision,6_2_3_2_0,application,27,occlusion,reversal,Same,True,2,4830.200000017881,2025-11-21T12:12:10.507Z
t17,Confidence Check,6_2_3_2_1,application,27,occlusion,reversal,Very Sure,,2,556.9000000238884,2025-11-21T12:12:11.070Z
t17,Application Decision,6_2_3_3_0,application,28,occlusion,rotate_180,Different,True,3,6985.400000017835,2025-11-21T12:12:18.067Z
t17,Confidence Check,6_2_3_3_1,application,28,occlusion,rotate_180,Very Sure,,3,459.500000017928,2025-11-21T12:12:18.529Z
t17,Application Decision,6_2_3_4_0,application,29,occlusion,reversal,Same,True,2,4432.900000023888,2025-11-21T12:12:22.971Z
t17,Confidence Check,6_2_3_4_1,application,29,occlusion,reversal,Very Sure,,2,668.2000000178814,2025-11-21T12:12:23.643Z
t17,Score,6_2_4,,,,,skip,,,1880.2000000178812,2025-11-21T12:12:25.539Z
t17,First Example,6_3_0,,,,,skip,,,15471.699999999952,2025-11-21T12:12:41.015Z
t17,Inference Decision,6_3_1_0_0,inference,30,arithmetic,majority,Same,True,1,4880.300000023795,2025-11-21T12:12:45.903Z
t17,Confidence Check,6_3_1_0_1,inference,30,arithmetic,majority,Very Sure,,1,744.1000000179047,2025-11-21T12:12:46.655Z
t17,Inference Decision,6_3_1_1_0,inference,31,arithmetic,majority,Same,True,2,7225.900000000023,2025-11-21T12:12:53.887Z
t17,Confidence Check,6_3_1_1_1,inference,31,arithmetic,majority,Sure,,2,922.4000000178348,2025-11-21T12:12:54.823Z
t17,Inference Decision,6_3_1_2_0,inference,32,arithmetic,inversion,Different,True,1,10088.500000005935,2025-11-21T12:13:04.923Z
t17,Confidence Check,6_3_1_2_1,inference,32,arithmetic,inversion,Very Sure,,1,1003.600000023842,2025-11-21T12:13:05.945Z
t17,Inference Decision,6_3_1_3_0,inference,33,arithmetic,inversion,Same,True,1,12594.300000017858,2025-11-21T12:13:18.553Z
t17,Confidence Check,6_3_1_3_1,inference,33,arithmetic,inversion,Unsure,,1,1032.100000023842,2025-11-21T12:13:19.601Z
t17,Inference Decision,6_3_1_4_0,inference,34,arithmetic,minority,Different,True,3,6486.400000023888,2025-11-21T12:13:26.090Z
t17,Confidence Check,6_3_1_4_1,inference,34,arithmetic,minority,Very Sure,,3,300.9000000178348,2025-11-21T12:13:26.394Z
t17,Rule Reminder,6_3_2,,,,,skip,,,5440.300000000047,2025-11-21T12:13:31.851Z
t17,Application Decision,6_3_3_0_0,application,35,arithmetic,minority,Same,False,2,5249.500000023865,2025-11-21T12:13:37.115Z
t17,Confidence Check,6_3_3_0_1,application,35,arithmetic,minority,Very Sure,,2,1351.3000000237953,2025-11-21T12:13:38.470Z
t17,Application Decision,6_3_3_1_0,application,36,arithmetic,majority,Same,True,1,4024.0,2025-11-21T12:13:42.511Z
t17,Confidence Check,6_3_3_1_1,application,36,arithmetic,majority,Very Sure,,1,563.1000000179047,2025-11-21T12:13:43.086Z
t17,Application Decision,6_3_3_2_0,application,37,arithmetic,majority,Same,True,3,9732.500000017928,2025-11-21T12:13:52.823Z
t17,Confidence Check,6_3_3_2_1,application,37,arithmetic,majority,Sure,,3,570.8000000178581,2025-11-21T12:13:53.402Z
t17,Application Decision,6_3_3_3_0,application,38,arithmetic,majority,Same,True,1,8610.300000005984,2025-11-21T12:14:02.027Z
t17,Confidence Check,6_3_3_3_1,application,38,arithmetic,majority,Sure,,1,1266.700000006007,2025-11-21T12:14:03.307Z
t17,Application Decision,6_3_3_4_0,application,39,arithmetic,inversion,Different,True,1,4658.000000023865,2025-11-21T12:14:07.982Z
t17,Confidence Check,6_3_3_4_1,application,39,arithmetic,inversion,Very Sure,,1,555.5,2025-11-21T12:14:08.550Z
t17,Score,6_3_4,,,,,skip,,,2228.600000023842,2025-11-21T12:14:10.790Z
t18,First Example,4_0_0,,,,,skip,,,47596.36799997615,2025-11-21T12:07:15.674Z
t18,Inference Decision,4_0_1_0_0,practice,p1,,,Different,True,,28352.200000023848,2025-11-21T12:07:44.035Z
t18,Inference Decision,4_0_1_1_0,practice,p2,,,Different,False,,19410.79999992848,2025-11-21T12:08:04.469Z
t18,Inference Decision,4_0_1_2_0,practice,p3,,,Same,False,,7257.799999928451,2025-11-21T12:08:12.732Z
t18,Rule Reminder,4_0_2,,,,,skip,,,9823.299999999988,2025-11-21T12:08:23.571Z
t18,Application Decision,4_0_3_0_0,practice,p4,,,Same,True,,7660.700000000012,2025-11-21T12:08:31.249Z
t18,Application Decision,4_0_3_1_0,practice,p5,,,Different,True,,6242.899999952293,2025-11-21T12:08:38.506Z
t18,Application Decision,4_0_3_2_0,practice,p6,,,Same,True,,3618.69999995234,2025-11-21T12:08:43.137Z
t18,First Example,4_2_0,,,,,skip,,,8309.000000023865,2025-11-21T12:08:58.369Z
t18,Inference Decision,4_2_1_0_0,practice,p1,,,Different,True,,11309.199999928474,2025-11-21T12:09:09.694Z
t18,Inference Decision,4_2_1_1_0,practice,p2,,,Same,True,,10652.20000002382,2025-11-21T12:09:21.363Z
t18,Inference Decision,4_2_1_2_0,practice,p3,,,Different,True,,5328.0,2025-11-21T12:09:27.698Z
t18,Rule Reminder,4_2_2,,,,,skip,,,3020.600000023842,2025-11-21T12:09:31.729Z
t18,Application Decision,4_2_3_0_0,practice,p4,,,Same,True,,3048.899999952293,2025-11-21T12:09:34.794Z
t18,Application Decision,4_2_3_1_0,practice,p6,,,Same,True,,3579.40000002383,2025-11-21T12:09:39.378Z
t18,Application Decision,4_2_3_2_0,practice,p5,,,Different,True,,6080.499999928463,2025-11-21T12:09:46.465Z
t18,First Example,6_0_0,,,,,skip,,,18220.29999997618,2025-11-21T12:10:13.601Z
t18,Inference Decision,6_0_1_0_0,inference,0,expansion,star_step,Same,False,1,9772.69999995234,2025-11-21T12:10:23.385Z
t18,Confidence Check,6_0_1_0_1,inference,0,expansion,star_step,Very Sure,,1,6324.299999999988,2025-11-21T12:10:29.711Z
t18,Inference Decision,6_0_1_1_0,inference,1,expansion,star_step,Same,True,1,5680.899999976158,2025-11-21T12:10:35.407Z
t18,Confidence Check,6_0_1_1_1,inference,1,expansion,star_step,Very Sure,,1,2339.2000000238186,2025-11-21T12:10:37.753Z
t18,Inference Decision,6_0_1_2_0,inference,2,expansion,plus_full,Same,False,1,12305.09999997617,2025-11-21T12:10:50.071Z
t18,Confidence Check,6_0_1_2_1,inference,2,expansion,plus_full,Very Sure,,1,762.7000000238186,2025-11-21T12:10:50.838Z
t18,Inference Decision,6_0_1_3_0,inference,3,expansion,plus_full,Same,True,1,5340.400000000023,2025-11-21T12:10:56.183Z
t18,Confidence Check,6_0_1_3_1,inference,3,expansion,plus_full,Very Sure,,1,849.3000000238535,2025-11-21T12:10:57.047Z
t18,Inference Decision,6_0_1_4_0,inference,4,expansion,plus_full,Same,True,1,2725.2000000238186,2025-11-21T12:10:59.807Z
t18,Confidence Check,6_0_1_4_1,inference,4,expansion,plus_full,Very Sure,,1,773.4999999284628,2025-11-21T12:11:00.591Z
t18,Rule Reminder,6_0_2,,,,,skip,,,6613.499999928463,2025-11-21T12:11:07.214Z
t18,Application Decision,6_0_3_0_0,application,5,expansion,star_step,Same,True,1,8911.399999928486,2025-11-21T12:11:16.134Z
t18,Confidence Check,6_0_3_0_1,application,5,expansion,star_step,Very Sure,,1,802.7999999999884,2025-11-21T12:11:16.950Z
t18,Application Decision,6_0_3_1_0,application,6,expansion,diagonal_full,Same,False,3,9089.900000000023,2025-11-21T12:11:26.054Z
t18,Confidence Check,6_0_3_1_1,application,6,expansion,diagonal_full,Unsure,,3,8190.699999928474,2025-11-21T12:11:34.280Z
t18,Application Decision,6_0_3_2_0,application,7,expansion,plus_step,Same,False,1,3015.5,2025-11-21T12:11:37.311Z
t18,Confidence Check,6_0_3_2_1,application,7,expansion,plus_step,Very Sure,,1,2571.90000002383,2025-11-21T12:11:39.886Z
t18,Application Decision,6_0_3_3_0,application,8,expansion,star_full,Same,True,1,5954.700000023819,2025-11-21T12:11:45.855Z
t18,Confidence Check,6_0_3_3_1,application,8,expansion,star_full,Very Sure,,1,983.7999999999884,2025-11-21T12:11:46.855Z
t18,Application Decision,6_0_3_4_0,application,9,expansion,diagonal_full,Same,False,3,13071.099999928498,2025-11-21T12:11:59.944Z
t18,Confidence Check,6_0_3_4_1,application,9,expansion,diagonal_full,Sure,,3,1704.600000023842,2025-11-21T12:12:01.655Z
t18,Score,6_0_4,,,,,skip,,,6266.8000000238535,2025-11-21T12:12:07.935Z
t18,First Example,6_1_0,,,,,skip,,,7292.599999999977,2025-11-21T12:12:15.232Z
t18,Inference Decision,6_1_1_0_0,inference,10,attraction,color,Same,True,2,5690.899999928428,2025-11-21T12:12:20.937Z
t18,Confidence Check,6_1_1_0_1,inference,10,attraction,color,Very Sure,,2,1072.0999999284977,2025-11-21T12:12:22.023Z
t18,Inference Decision,6_1_1_1_0,inference,11,attraction,size,Same,False,3,2363.7999999523163,2025-11-21T12:12:24.399Z
t18,Confidence Check,6_1_1_1_1,inference,11,attraction,size,Very Sure,,3,659.399999952293,2025-11-21T12:12:25.063Z
t18,Inference Decision,6_1_1_2_0,inference,12,attraction,gravity,Different,True,1,9473.099999928498,2025-11-21T12:12:34.544Z
t18,Confidence Check,6_1_1_2_1,inference,12,attraction,gravity,Very Sure,,1,1844.6999999999532,2025-11-21T12:12:36.406Z
t18,Inference Decision,6_1_1_3_0,inference,13,attraction,gravity,Different,False,1,13489.699999976205,2025-11-21T12:12:49.903Z
t18,Confidence Check,6_1_1_3_1,inference,13,attraction,gravity,Very Sure,,1,2859.9000000238884,2025-11-21T12:12:52.768Z
t18,Inference Decision,6_1_1_4_0,inference,14,attraction,color,Different,True,2,6317.899999928428,2025-11-21T12:12:59.095Z
t18,Confidence Check,6_1_1_4_1,inference,14,attraction,color,Very Sure,,2,1157.7999999761814,2025-11-21T12:13:00.257Z
t18,Rule Reminder,6_1_2,,,,,skip,,,3724.399999928428,2025-11-21T12:13:03.991Z
t18,Application Decision,6_1_3_0_0,application,15,attraction,color,Same,True,2,5364.399999976158,2025-11-21T12:13:09.367Z
t18,Confidence Check,6_1_3_0_1,application,15,attraction,color,Very Sure,,2,745.1999999762047,2025-11-21T12:13:10.119Z
t18,Application Decision,6_1_3_1_0,application,16,attraction,color,Same,True,2,4042.9999999522697,2025-11-21T12:13:14.167Z
t18,Confidence Check,6_1_3_1_1,application,16,attraction,color,Very Sure,,2,1036.9000000238884,2025-11-21T12:13:15.214Z
t18,Application Decision,6_1_3_2_0,application,17,attraction,gravity,Same,False,1,4474.5,2025-11-21T12:13:19.703Z
t18,Confidence Check,6_1_3_2_1,application,17,attraction,gravity,Sure,,1,2762.7999999761814,2025-11-21T12:13:22.478Z
t18,Application Decision,6_1_3_3_0,application,18,attraction,size,Same,False,3,5530.299999928451,2025-11-21T12:13:28.015Z
t18,Confidence Check,6_1_3_3_1,application,18,attraction,size,Sure,,3,1143.9999999761349,2025-11-21T12:13:29.166Z
t18,Application Decision,6_1_3_4_0,application,19,attraction,color,Same,True,2,3801.099999976112,2025-11-21T12:13:32.974Z
t18,Confidence Check,6_1_3_4_1,application,19,attraction,color,Very Sure,,2,886.1999999999534,2025-11-21T12:13:33.862Z
t18,Score,6_1_4,,,,,skip,,,3897.299999952316,2025-11-21T12:13:37.775Z
t18,First Example,6_2_0,,,,,skip,,,8802.49999995227,2025-11-21T12:13:46.583Z
t18,Inference Decision,6_2_1_0_0,inference,20,occlusion,reversal,Same,True,2,11306.900000000023,2025-11-21T12:13:57.895Z
t18,Confidence Check,6_2_1_0_1,inference,20,occlusion,reversal,Very Sure,,2,925.7999999284511,2025-11-21T12:13:58.823Z
t18,Inference Decision,6_2_1_1_0,inference,21,occlusion,reversal,Same,True,2,3447.0999999999767,2025-11-21T12:14:02.278Z
t18,Confidence Check,6_2_1_1_1,inference,21,occlusion,reversal,Very Sure,,2,714.4999999522697,2025-11-21T12:14:02.998Z
t18,Inference Decision,6_2_1_2_0,inference,22,occlusion,mirror_x,Different,True,2,16405.29999997618,2025-11-21T12:14:19.406Z
t18,Confidence Check,6_2_1_2_1,inference,22,occlusion,mirror_x,Sure,,2,1039.6999999284744,2025-11-21T12:14:20.454Z
t18,Inference Decision,6_2_1_3_0,inference,23,occlusion,reversal,Same,False,3,5805.799999952316,2025-11-21T12:14:26.271Z
t18,Confidence Check,6_2_1_3_1,inference,23,occlusion,reversal,Very Sure,,3,1704.5,2025-11-21T12:14:27.992Z
t18,Inference Decision,6_2_1_4_0,inference,24,occlusion,reversal,Different,True,2,4729.900000023888,2025-11-21T12:14:32.735Z
